"('Galaxy ID', '', '')","('Accuracy', 'th=1', 'Only spirals')","('Accuracy', 'th=1', 'All images')","('Accuracy', 'th=2', 'Only spirals')","('Accuracy', 'th=2', 'All images')","('Accuracy', 'th=3', 'Only spirals')","('Accuracy', 'th=3', 'All images')","('Accuracy', 'th=4', 'Only spirals')","('Accuracy', 'th=4', 'All images')","('Precision', 'th=1', 'Only spirals')","('Precision', 'th=1', 'All images')","('Precision', 'th=2', 'Only spirals')","('Precision', 'th=2', 'All images')","('Precision', 'th=3', 'Only spirals')","('Precision', 'th=3', 'All images')","('Precision', 'th=4', 'Only spirals')","('Precision', 'th=4', 'All images')","('Sensitivity', 'th=1', 'Only spirals')","('Sensitivity', 'th=1', 'All images')","('Sensitivity', 'th=2', 'Only spirals')","('Sensitivity', 'th=2', 'All images')","('Sensitivity', 'th=3', 'Only spirals')","('Sensitivity', 'th=3', 'All images')","('Sensitivity', 'th=4', 'Only spirals')","('Sensitivity', 'th=4', 'All images')","('Specificity', 'th=1', 'Only spirals')","('Specificity', 'th=1', 'All images')","('Specificity', 'th=2', 'Only spirals')","('Specificity', 'th=2', 'All images')","('Specificity', 'th=3', 'Only spirals')","('Specificity', 'th=3', 'All images')","('Specificity', 'th=4', 'Only spirals')","('Specificity', 'th=4', 'All images')","('Jaccard', 'th=1', 'Only spirals')","('Jaccard', 'th=1', 'All images')","('Jaccard', 'th=2', 'Only spirals')","('Jaccard', 'th=2', 'All images')","('Jaccard', 'th=3', 'Only spirals')","('Jaccard', 'th=3', 'All images')","('Jaccard', 'th=4', 'Only spirals')","('Jaccard', 'th=4', 'All images')"
b'1-185076',0.97930908203125,0.9390869140625,0.97088623046875,0.968017578125,0.98046875,0.98602294921875,0.9932861328125,0.9935302734375,0.7501898253606681,,0.5249204665959704,,0.030927835051546393,,0.0,,0.9899799599198397,0.0,0.9446564885496184,0.0,0.013100436681222707,0.0,0.0,0.0,0.978616924476797,1.0,0.9717528373266078,1.0,0.994181367997524,1.0,0.9997542695662858,1.0,0.7445365486058779,0.0,0.5092592592592593,0.0,0.009287925696594427,0.0,0.0,0.0
b'1-619112',0.65301513671875,1.0,0.98553466796875,1.0,0.9796142578125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.65301513671875,1.0,0.98553466796875,1.0,0.9796142578125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-605792',0.91986083984375,0.90576171875,0.918212890625,0.91119384765625,0.94317626953125,0.94940185546875,0.98248291015625,0.98297119140625,0.8324222035323802,0.8890363684629679,0.7558243727598566,0.8660014255167499,0.047058823529411764,0.44566133108677336,0.4263565891472868,0.2905982905982906,0.8846927374301676,0.7483798882681564,0.6796937953263498,0.4895245769540693,0.017142857142857144,0.7557142857142857,0.717391304347826,0.14782608695652175,0.9330758250062977,0.9649004954236292,0.9607970076248021,0.9864767659329593,0.9845065034429993,0.9580464167304259,0.9862572737402501,0.9948619536956791,0.750948406676783,0.6844471694257102,0.5573174760488933,0.4550561797752809,0.012725344644750796,0.3895434462444772,0.36504424778761063,0.10862619808306709
b'1-313902',0.736083984375,1.0,0.99676513671875,1.0,0.9888916015625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.736083984375,1.0,0.99676513671875,1.0,0.9888916015625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-413097',0.94989013671875,1.0,1.0,1.0,0.9940185546875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.94989013671875,1.0,1.0,1.0,0.9940185546875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-364559',0.74365234375,0.78228759765625,0.8426513671875,0.92877197265625,0.98052978515625,0.97210693359375,0.98785400390625,0.9993896484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.74365234375,0.78228759765625,0.8426513671875,0.92877197265625,0.98052978515625,0.97210693359375,0.98785400390625,0.9993896484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'1-152596',0.81072998046875,0.8590087890625,0.900390625,0.92138671875,0.99017333984375,0.9761962890625,0.96875,0.98974609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.81072998046875,0.8590087890625,0.900390625,0.92138671875,0.99017333984375,0.9761962890625,0.96875,0.98974609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'1-415984',0.79443359375,1.0,0.90521240234375,1.0,0.98040771484375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.79443359375,1.0,0.90521240234375,1.0,0.98040771484375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-497896',0.888916015625,1.0,1.0,1.0,0.98883056640625,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.888916015625,1.0,1.0,1.0,0.98883056640625,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-144628',0.80029296875,0.822265625,0.85064697265625,0.8076171875,0.93072509765625,0.9224853515625,0.9659423828125,0.96087646484375,0.998415632426723,0.9980727535533607,0.9097978227060654,0.9211538461538461,0.7146974063400576,0.5112540192926045,0.6860986547085202,,0.5365403717894139,0.587909748829289,0.4357000993048659,0.2378351539225422,0.19314641744548286,0.24766355140186916,0.23868954758190328,0.0,0.9993573953089857,0.9991431937453144,0.9859177727419877,0.9933635480738103,0.9934437086092716,0.9798675496688741,0.9955535793686082,1.0,0.5360839359137956,0.5872430900070872,0.4176582579723941,0.23309002433090023,0.17932031814895155,0.20025188916876574,0.21518987341772153,0.0
b'1-34795',0.93017578125,1.0,0.99359130859375,1.0,0.9840087890625,1.0,0.9996337890625,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.93017578125,1.0,0.99359130859375,1.0,0.9840087890625,1.0,0.9996337890625,1.0,0.0,,0.0,,0.0,,0.0,
b'1-543667',0.93255615234375,0.986083984375,0.95428466796875,0.9925537109375,0.994384765625,0.99627685546875,0.98297119140625,0.99847412109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.93255615234375,0.986083984375,0.95428466796875,0.9925537109375,0.994384765625,0.99627685546875,0.98297119140625,0.99847412109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'1-117610',0.967529296875,0.98468017578125,0.96612548828125,1.0,0.994873046875,1.0,0.999267578125,1.0,0.3119143239625167,,0.0,,0.0,,0.0,,0.9282868525896414,0.0,,,,,,,0.9681398375999504,1.0,0.96612548828125,1.0,0.994873046875,1.0,0.999267578125,1.0,0.3045751633986928,0.0,0.0,,0.0,,0.0,
b'1-589813',0.90814208984375,1.0,0.98480224609375,1.0,0.9849853515625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.90814208984375,1.0,0.98480224609375,1.0,0.9849853515625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-259420',0.9022216796875,1.0,1.0,1.0,0.9896240234375,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9022216796875,1.0,1.0,1.0,0.9896240234375,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-416845',0.89935302734375,1.0,0.98681640625,1.0,0.98590087890625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.89935302734375,1.0,0.98681640625,1.0,0.98590087890625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-350992',0.93341064453125,1.0,0.9888916015625,1.0,0.9930419921875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.93341064453125,1.0,0.9888916015625,1.0,0.9930419921875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-151418',0.9573974609375,1.0,1.0,1.0,0.989501953125,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9573974609375,1.0,1.0,1.0,0.989501953125,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-5936',0.97564697265625,1.0,0.999755859375,1.0,0.99322509765625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.97564697265625,1.0,0.999755859375,1.0,0.99322509765625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-419098',0.934326171875,1.0,1.0,1.0,0.9930419921875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.934326171875,1.0,1.0,1.0,0.9930419921875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-86784',0.9102783203125,1.0,1.0,1.0,0.99017333984375,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9102783203125,1.0,1.0,1.0,0.99017333984375,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-330653',0.84954833984375,0.9298095703125,0.9539794921875,0.9783935546875,0.98919677734375,0.99810791015625,0.998779296875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.84954833984375,0.9298095703125,0.9539794921875,0.9783935546875,0.98919677734375,0.99810791015625,0.998779296875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
b'1-612695',0.8629150390625,1.0,0.9971923828125,1.0,0.99102783203125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.8629150390625,1.0,0.9971923828125,1.0,0.99102783203125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-443436',0.9605712890625,1.0,0.97357177734375,1.0,0.993896484375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.9605712890625,1.0,0.97357177734375,1.0,0.993896484375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-456921',0.9271240234375,1.0,0.993896484375,1.0,0.98944091796875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.9271240234375,1.0,0.993896484375,1.0,0.98944091796875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-542312',0.87847900390625,1.0,0.9984130859375,1.0,0.989501953125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.87847900390625,1.0,0.9984130859375,1.0,0.989501953125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-22601',0.9176025390625,1.0,0.97308349609375,1.0,0.984130859375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.9176025390625,1.0,0.97308349609375,1.0,0.984130859375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-567663',0.927978515625,0.97808837890625,0.96917724609375,1.0,0.9853515625,0.99700927734375,0.9964599609375,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.927978515625,0.97808837890625,0.96917724609375,1.0,0.9853515625,0.99700927734375,0.9964599609375,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
b'1-109836',0.9718017578125,0.87847900390625,0.959228515625,0.922607421875,0.95574951171875,0.962646484375,0.9932861328125,0.9947509765625,0.9872530274059911,,0.8472222222222222,,0.19786096256684493,,0.0,,0.7780010045203415,0.0,0.5772870662460567,0.0,0.06045751633986928,0.0,0.0,0.0,0.9986104356284304,1.0,0.9912675310928817,1.0,0.9904894750190211,1.0,0.99852742667812,1.0,0.7702635504724018,0.0,0.5228571428571429,0.0,0.048556430446194225,0.0,0.0,0.0
b'1-633155',0.81329345703125,1.0,0.99481201171875,1.0,0.98443603515625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.81329345703125,1.0,0.99481201171875,1.0,0.98443603515625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-432161',0.9510498046875,1.0,1.0,1.0,0.9913330078125,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9510498046875,1.0,1.0,1.0,0.9913330078125,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-494298',0.93670654296875,1.0,0.994873046875,1.0,0.98553466796875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.93670654296875,1.0,0.994873046875,1.0,0.98553466796875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-43022',0.93768310546875,1.0,0.9813232421875,1.0,0.9910888671875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.93768310546875,1.0,0.9813232421875,1.0,0.9910888671875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-400166',0.9708251953125,0.97698974609375,0.97802734375,0.98193359375,0.9788818359375,0.982421875,0.9951171875,0.9954833984375,0.6549618320610687,0.9176276771004942,0.5975460122699386,0.7234468937875751,0.2698412698412698,,0.5942028985507246,1.0,0.9705882352941176,0.6300904977375565,0.9383429672447013,0.6955684007707129,0.11805555555555555,0.0,0.44086021505376344,0.20430107526881722,0.9708387096774194,0.9967741935483871,0.9793255594075008,0.9913016073116924,0.9942842942345924,1.0,0.9982812595911853,1.0,0.6422155688622755,0.5963597430406852,0.5749704840613932,0.5494672754946728,0.08947368421052632,0.0,0.33884297520661155,0.20430107526881722
b'1-276920',0.94793701171875,1.0,1.0,1.0,0.99017333984375,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.94793701171875,1.0,1.0,1.0,0.99017333984375,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-539394',0.88323974609375,0.9637451171875,0.97540283203125,0.998291015625,0.98431396484375,1.0,0.9979248046875,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.88323974609375,0.9637451171875,0.97540283203125,0.998291015625,0.98431396484375,1.0,0.9979248046875,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,
b'1-278015',0.92919921875,1.0,0.99951171875,1.0,0.987060546875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.92919921875,1.0,0.99951171875,1.0,0.987060546875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-524040',0.85882568359375,0.8216552734375,0.87176513671875,0.76605224609375,0.83453369140625,0.83135986328125,0.8939208984375,0.88726806640625,0.9920212765957447,1.0,0.9452359750667854,1.0,0.7244655581947743,0.9858156028368794,0.8811188811188811,,0.5659017637018775,0.44585624881471647,0.5176786149719581,0.0653499146549622,0.10517241379310345,0.04793103448275862,0.06821873308067136,0.0,0.997839978399784,1.0,0.9899861597329642,1.0,0.9913972115099378,0.9998516760605162,0.9988305702689688,1.0,0.563337738342458,0.44585624881471647,0.5026041666666666,0.0653499146549622,0.10112732095490716,0.04789800137835975,0.06759656652360516,0.0
b'1-558356',0.97021484375,0.93634033203125,0.9505615234375,0.9527587890625,0.9478759765625,0.96075439453125,0.9881591796875,0.98541259765625,0.7938553022794846,0.8276220145379024,0.5427166564228642,0.9227053140096618,0.004464285714285714,0.28,0.9591836734693877,,0.956989247311828,0.47610513739545995,0.9304531085353003,0.20126448893572182,0.0015822784810126582,0.011075949367088608,0.19665271966527198,0.0,0.9717199184228416,0.9887151597552686,0.9517978620019436,0.9989633948817622,0.9858430675469781,0.9988572879634332,0.9998761226385878,1.0,0.7665071770334928,0.4331521739130435,0.5215593620791494,0.19792746113989637,0.0011695906432748538,0.010769230769230769,0.1950207468879668,0.0
b'1-434170',0.96417236328125,1.0,0.98260498046875,1.0,0.9931640625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.96417236328125,1.0,0.98260498046875,1.0,0.9931640625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-368974',0.848388671875,1.0,1.0,1.0,0.98846435546875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.848388671875,1.0,1.0,1.0,0.98846435546875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-602927',0.91064453125,0.897216796875,0.92181396484375,0.92498779296875,0.96795654296875,0.97491455078125,0.9853515625,0.989013671875,0.7886641982341214,0.8110154905335628,0.5567805953693495,0.6543062200956937,0.45662100456621,0.620253164556962,0.35833333333333334,0.9333333333333333,0.7931824692065311,0.6748782583786881,0.6792199058507061,0.36785474108944183,0.4106776180698152,0.4024640657084189,0.2087378640776699,0.13592233009708737,0.9424493911424804,0.9574187543628325,0.9460294018929986,0.9806001208296973,0.9850286217525319,0.9924514059256464,0.9952404499938188,0.9998763753245148,0.6541459957476967,0.5831683168316831,0.44085552160628544,0.3079954954954955,0.27586206896551724,0.3228995057660626,0.1519434628975265,0.1346153846153846
b'1-15994',0.9332275390625,1.0,1.0,1.0,0.99310302734375,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9332275390625,1.0,1.0,1.0,0.99310302734375,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-498320',0.964111328125,1.0,0.98956298828125,1.0,0.995361328125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.964111328125,1.0,0.98956298828125,1.0,0.995361328125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-103547',0.961669921875,0.95721435546875,0.9984130859375,0.9984130859375,0.99285888671875,1.0,1.0,1.0,0.5280985373364127,,,,0.0,,,,0.978601997146933,0.0,0.0,0.0,,,,,0.9609130906076644,1.0,1.0,1.0,0.99285888671875,1.0,1.0,1.0,0.5220700152207002,0.0,0.0,0.0,0.0,,,
b'1-201685',0.95037841796875,1.0,0.9718017578125,1.0,0.98651123046875,1.0,0.9989013671875,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.95037841796875,1.0,0.9718017578125,1.0,0.98651123046875,1.0,0.9989013671875,1.0,0.0,,0.0,,0.0,,0.0,
b'1-624448',0.8458251953125,1.0,0.99359130859375,1.0,0.9852294921875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.8458251953125,1.0,0.99359130859375,1.0,0.9852294921875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-635590',0.84014892578125,1.0,0.9989013671875,1.0,0.97882080078125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.84014892578125,1.0,0.9989013671875,1.0,0.97882080078125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-224833',0.91961669921875,1.0,1.0,1.0,0.99139404296875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.91961669921875,1.0,1.0,1.0,0.99139404296875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-332409',0.93524169921875,1.0,0.97943115234375,1.0,0.98455810546875,1.0,0.99725341796875,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.93524169921875,1.0,0.97943115234375,1.0,0.98455810546875,1.0,0.99725341796875,1.0,0.0,,0.0,,0.0,,0.0,
b'1-444774',0.9920654296875,1.0,1.0,1.0,0.9952392578125,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9920654296875,1.0,1.0,1.0,0.9952392578125,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-370350',0.94573974609375,1.0,0.9688720703125,1.0,0.99652099609375,1.0,0.99688720703125,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.94573974609375,1.0,0.9688720703125,1.0,0.99652099609375,1.0,0.99688720703125,1.0,0.0,,0.0,,0.0,,0.0,
b'1-30012',0.92047119140625,0.88226318359375,0.94476318359375,0.9344482421875,0.97869873046875,0.9825439453125,0.9981689453125,0.99810791015625,0.7526132404181185,0.7282051282051282,0.5311942959001783,0.38461538461538464,0.03825136612021858,0.0,0.0,0.0,0.7015834348355664,0.3459196102314251,0.6112820512820513,0.16923076923076924,0.03888888888888889,0.0,0.0,0.0,0.9591983334530565,0.9771568134473099,0.9658641053929522,0.9828671555584398,0.9891384843248581,0.9934584053320168,0.9982908069832743,0.9982297643755341,0.5701088749587595,0.3063646170442287,0.39706862091938705,0.13317191283292978,0.019662921348314606,0.0,0.0,0.0
b'1-36285',0.98138427734375,1.0,1.0,1.0,0.993408203125,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.98138427734375,1.0,1.0,1.0,0.993408203125,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-613393',0.77777099609375,1.0,1.0,1.0,0.986572265625,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.77777099609375,1.0,1.0,1.0,0.986572265625,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-576751',0.9140625,1.0,1.0,1.0,0.99066162109375,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9140625,1.0,1.0,1.0,0.99066162109375,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-226983',0.8555908203125,0.7742919921875,0.91461181640625,0.87786865234375,0.92144775390625,0.9283447265625,0.96484375,0.96484375,0.8912058023572076,0.9087136929460581,0.843607305936073,,0.21890547263681592,,,,0.4804496578690127,0.10703812316715543,0.36931534232883556,0.0,0.03747870528109029,0.0,0.0,0.0,0.9804751057598438,0.9964204360559714,0.9904748661614405,1.0,0.9896778435239973,1.0,1.0,1.0,0.4538319482917821,0.10589941972920697,0.34565014031805424,0.0,0.03305785123966942,0.0,0.0,0.0
b'1-384952',0.9879150390625,0.96087646484375,0.972900390625,0.97198486328125,0.98406982421875,0.98809814453125,0.9757080078125,0.99688720703125,0.891042780748663,0.9538077403245943,0.6565836298932385,0.7982300884955752,0.041666666666666664,,0.06297229219143577,,0.9744152046783626,0.5584795321637427,0.9271356783919598,0.5665829145728644,0.015384615384615385,0.0,0.49019607843137253,0.0,0.9891449120937666,0.9975359616409164,0.9752373620733897,0.9926866820631255,0.9957378466860214,1.0,0.9772240249801016,1.0,0.8706727629000653,0.5437722419928825,0.6243654822335025,0.4956043956043956,0.011363636363636364,0.0,0.0591016548463357,0.0
b'1-243296',0.9622802734375,0.967529296875,0.9696044921875,0.97186279296875,0.94537353515625,0.95831298828125,0.95965576171875,0.97479248046875,0.7420584498094028,0.7737193763919822,0.7581893984514592,0.7680901542111507,0.14336917562724014,0.5057573073516386,0.19029374201787994,0.2198581560283688,0.9948892674616695,0.9863713798977853,0.9326007326007326,0.9487179487179487,0.05747126436781609,0.8204022988505747,0.8465909090909091,0.5284090909090909,0.9583532790809,0.965260206523969,0.9729675744057528,0.9739663093415007,0.9847654258031616,0.9644314125446201,0.960883514313919,0.9796396841066141,0.739240506329114,0.7655354781842221,0.7188029361942405,0.7374715261958997,0.0427807486631016,0.45534290271132377,0.18395061728395062,0.18379446640316205
b'1-67679',0.91009521484375,0.876708984375,0.96197509765625,0.9503173828125,0.9818115234375,0.98626708984375,0.99920654296875,0.99920654296875,0.6720881427072403,0.8978102189781022,0.6410635155096012,,0.14563106796116504,,,,0.601690934711132,0.05777360263034288,0.5331695331695332,0.0,0.06666666666666667,0.0,0.0,0.0,0.9561557348298843,0.9990178884601895,0.9843930635838151,1.0,0.9945541184479237,1.0,1.0,1.0,0.4651416122004357,0.05739617358842744,0.4105960264900662,0.0,0.04792332268370607,0.0,0.0,0.0
b'1-202775',0.94287109375,0.98162841796875,0.9686279296875,1.0,0.9859619140625,1.0,0.99884033203125,1.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,0.94287109375,0.98162841796875,0.9686279296875,1.0,0.9859619140625,1.0,0.99884033203125,1.0,0.0,0.0,0.0,,0.0,,0.0,
b'1-67846',0.84783935546875,0.77740478515625,0.87420654296875,0.82940673828125,0.84283447265625,0.844482421875,0.93011474609375,0.91357421875,0.9994809239553595,1.0,1.0,1.0,0.7941176470588235,0.9913419913419913,0.9212598425196851,0.8787878787878788,0.6072216966256702,0.4249448123620309,0.5048053820278712,0.3284478616049976,0.0972972972972973,0.08252252252252253,0.23942701227830832,0.03956343792633015,0.9998008364867557,1.0,1.0,1.0,0.9948563450657653,0.9998530384304505,0.9979890065692452,0.9994637350851321,0.6070302648171501,0.4249448123620309,0.5048053820278712,0.3284478616049976,0.09490333919156414,0.08246308966510622,0.23462566844919786,0.03934871099050204
b'1-411968',0.829345703125,1.0,0.9998779296875,1.0,0.98699951171875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.829345703125,1.0,0.9998779296875,1.0,0.98699951171875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-174759',0.76336669921875,0.93072509765625,0.96533203125,0.98565673828125,0.9886474609375,1.0,1.0,0.9990234375,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,0.76336669921875,0.93072509765625,0.96533203125,0.98565673828125,0.9886474609375,1.0,1.0,0.9990234375,0.0,0.0,0.0,0.0,0.0,,,0.0
b'1-380352',0.94281005859375,1.0,1.0,1.0,0.9921875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.94281005859375,1.0,1.0,1.0,0.9921875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-627892',0.75531005859375,1.0,0.9510498046875,1.0,0.96246337890625,1.0,0.99822998046875,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.75531005859375,1.0,0.9510498046875,1.0,0.96246337890625,1.0,0.99822998046875,1.0,0.0,,0.0,,0.0,,0.0,
b'1-10076',0.82720947265625,0.97064208984375,0.9459228515625,0.998779296875,0.98876953125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.82720947265625,0.97064208984375,0.9459228515625,0.998779296875,0.98876953125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
b'1-275904',0.9521484375,1.0,0.97320556640625,1.0,0.99041748046875,1.0,0.9957275390625,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.9521484375,1.0,0.97320556640625,1.0,0.99041748046875,1.0,0.9957275390625,1.0,0.0,,0.0,,0.0,,0.0,
b'1-279544',0.9490966796875,0.99993896484375,0.9996337890625,1.0,0.9912109375,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.9490966796875,0.99993896484375,0.9996337890625,1.0,0.9912109375,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,,
b'1-299015',0.9051513671875,1.0,1.0,1.0,0.99334716796875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9051513671875,1.0,1.0,1.0,0.99334716796875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-100725',0.93121337890625,0.94244384765625,0.92083740234375,0.9298095703125,0.9556884765625,0.9688720703125,0.974609375,0.97467041015625,0.750818139317438,0.8485936564931179,0.646448087431694,0.7248189598420013,0.6209302325581395,0.7228412256267409,0.6793893129770993,0.7125748502994012,0.9813626642224259,0.8664833486098381,0.6453900709219859,0.6006546644844517,0.3216867469879518,0.6253012048192771,0.4793536804308797,0.4272890484739677,0.9186942262222562,0.9614064525970559,0.9555357020136073,0.9712734519964263,0.9895203806094895,0.9872058634434872,0.9920389208314905,0.9939344158716118,0.7402627333486979,0.7504630854723472,0.47701612903225804,0.48911594846734785,0.2688821752265861,0.5043731778425656,0.39092240117130306,0.36447166921898927
b'1-42106',0.9443359375,1.0,0.972900390625,1.0,0.99383544921875,1.0,0.99993896484375,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.9443359375,1.0,0.972900390625,1.0,0.99383544921875,1.0,0.99993896484375,1.0,0.0,,0.0,,0.0,,0.0,
b'1-82457',0.6754150390625,1.0,0.8248291015625,1.0,0.95513916015625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.6754150390625,1.0,0.8248291015625,1.0,0.95513916015625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
