,0
26359,1-210774
26360,1-460118
26361,1-336786
26362,1-605195
26363,1-414157
26364,1-302462
26365,1-515239
26366,1-523221
26367,1-231913
26368,1-82669
26369,1-152039
26370,1-264865
26371,1-330680
26372,1-154637
26373,1-209109
26374,1-233166
26375,1-382588
26376,1-318137
26377,1-522296
26378,1-633888
26379,1-574913
26380,1-219171
26381,1-231862
26382,1-368680
26383,1-633219
26384,1-624236
26385,1-416881
26386,1-150013
26387,1-53500
26388,1-467900
26389,1-174384
26390,1-52826
26391,1-92519
26392,1-259840
26393,1-28849
26394,1-48928
26395,1-117485
26396,1-421455
26397,1-298090
26398,1-263282
26399,1-47735
26400,1-195170
26401,1-239168
26402,1-404230
26403,1-633566
26404,1-416165
26405,1-80160
26406,1-454352
26407,1-584954
26408,1-84284
26409,1-505456
26410,1-109392
26411,1-13103
26412,1-118462
26413,1-135165
26414,1-232053
26415,1-355669
26416,1-633439
26417,1-263104
26418,1-517902
26419,1-582638
26420,1-625532
26421,1-436494
26422,1-268536
26423,1-341795
26424,1-335059
26425,1-72817
26426,1-628673
26427,1-593862
26428,1-479710
26429,1-591692
26430,1-332489
26431,1-270833
26432,1-400416
26433,1-147375
26434,1-120941
26435,1-167555
26436,1-450215
26437,1-493324
26438,1-198125
26439,1-251450
26440,1-268415
26441,1-222694
26442,1-358003
26443,1-638662
26444,1-367234
26445,1-144636
26446,1-465965
26447,1-164256
26448,1-112893
26449,1-35323
26450,1-253740
26451,1-41772
26452,1-49928
26453,1-628815
26454,1-544449
26455,1-465102
26456,1-567490
26457,1-395938
26458,1-104636
26459,1-543127
26460,1-33828
26461,1-70997
26462,1-170789
26463,1-403613
26464,1-156597
26465,1-246298
26466,1-83831
26467,1-582602
26468,1-33323
26469,1-31801
26470,1-264920
26471,1-502940
26472,1-330173
26473,1-500256
26474,1-560647
26475,1-477162
26476,1-256456
26477,1-446229
26478,1-68093
26479,1-281731
26480,1-188844
26481,1-520154
26482,1-430469
26483,1-36565
26484,1-631480
26485,1-567655
26486,1-369589
26487,1-28557
26488,1-415541
26489,1-333018
26490,1-37606
26491,1-326939
26492,1-213273
26493,1-350125
26494,1-38775
26495,1-6426
26496,1-39838
26497,1-188477
26498,1-376342
26499,1-261030
26500,1-288745
26501,1-266506
26502,1-601858
26503,1-178138
26504,1-495476
26505,1-247037
26506,1-282449
26507,1-143104
26508,1-638039
26509,1-565430
26510,1-530360
26511,1-17587
26512,1-494136
26513,1-232526
26514,1-148987
26515,1-259650
26516,1-229878
26517,1-269099
26518,1-255993
26519,1-106664
26520,1-51968
26521,1-542049
26522,1-85675
26523,1-497873
26524,1-561331
26525,1-341361
26526,1-334462
26527,1-404173
26528,1-40826
26529,1-208254
26530,1-61769
26531,1-61820
26532,1-396370
26533,1-252151
26534,1-154814
26535,1-541795
26536,1-506600
26537,1-520070
26538,1-585645
26539,1-371192
26540,1-344922
26541,1-335803
26542,1-237958
26543,1-352130
26544,1-124800
26545,1-405673
26546,1-155790
26547,1-446131
26548,1-221648
26549,1-240949
26550,1-591666
26551,1-548200
26552,1-144419
26553,1-457211
26554,1-325544
26555,1-50641
26556,1-246027
26557,1-617318
26558,1-569114
26559,1-175838
26560,1-593927
26561,1-154892
26562,1-155704
26563,1-433802
26564,1-296030
26565,1-233380
26566,1-23951
26567,1-482130
26568,1-419369
26569,1-606095
26570,1-455190
26571,1-83094
26572,1-363831
26573,1-277277
26574,1-619156
26575,1-378885
26576,1-430417
26577,1-443264
26578,1-153693
26579,1-419151
26580,1-98897
26581,1-342682
26582,1-403707
26583,1-33993
26584,1-421926
26585,1-526492
26586,1-473073
26587,1-185064
26588,1-434814
26589,1-3720
26590,1-153773
26591,1-142289
26592,1-125686
26593,1-201146
26594,1-102796
26595,1-618331
26596,1-245270
26597,1-16233
26598,1-104992
26599,1-60796
26600,1-405509
26601,1-357572
26602,1-500554
26603,1-284720
26604,1-370597
26605,1-367380
26606,1-419380
26607,1-388661
26608,1-274660
26609,1-137462
26610,1-482656
26611,1-434215
26612,1-7922
26613,1-480149
26614,1-42285
26615,1-6624
26616,1-346711
26617,1-176829
26618,1-9660
26619,1-505915
26620,1-593051
26621,1-284387
26622,1-57093
26623,1-499000
26624,1-339116
26625,1-167294
26626,1-309553
26627,1-91582
26628,1-519746
26629,1-490530
26630,1-335797
26631,1-589373
26632,1-484165
26633,1-417183
26634,1-464703
26635,1-285021
26636,1-617046
26637,1-640352
26638,1-259412
26639,1-634350
26640,1-64409
26641,1-364106
26642,1-496334
26643,1-126621
26644,1-1437
26645,1-50249
26646,1-185921
26647,1-94773
26648,1-66290
26649,1-393133
26650,1-248707
26651,1-509175
26652,1-50307
26653,1-430915
26654,1-86422
26655,1-104314
26656,1-493364
26657,1-30075
26658,1-463705
26659,1-166512
26660,1-366935
26661,1-149709
26662,1-200856
26663,1-83385
26664,1-355094
26665,1-318613
26666,1-589328
26667,1-183932
26668,1-465884
26669,1-593851
26670,1-429843
26671,1-747
26672,1-247714
26673,1-224743
26674,1-275112
26675,1-274847
26676,1-596385
26677,1-296681
26678,1-10413
26679,1-420553
26680,1-406791
26681,1-166240
26682,1-256785
26683,1-392010
26684,1-524900
26685,1-166104
26686,1-327839
26687,1-136333
26688,1-609020
26689,1-453021
26690,1-149116
26691,1-248443
26692,1-626078
26693,1-412880
26694,1-548036
26695,1-445400
26696,1-210019
26697,1-521173
26698,1-143241
26699,1-131048
26700,1-399542
26701,1-452416
26702,1-355297
26703,1-222256
26704,1-352063
26705,1-29748
26706,1-508345
26707,1-476301
26708,1-490045
26709,1-267522
26710,1-455606
26711,1-568418
26712,1-185524
26713,1-460669
26714,1-581166
26715,1-520512
26716,1-298823
26717,1-96632
26718,1-327829
26719,1-431057
26720,1-240913
26721,1-627993
26722,1-82682
26723,1-520340
26724,1-558282
26725,1-128723
26726,1-496422
26727,1-49332
26728,1-494165
26729,1-158844
26730,1-630459
26731,1-37385
26732,1-558379
26733,1-85775
26734,1-279987
26735,1-186087
26736,1-490451
26737,1-416937
26738,1-55065
26739,1-419027
26740,1-43632
26741,1-70077
26742,1-173425
26743,1-498151
26744,1-327880
26745,1-274368
26746,1-137250
26747,1-632488
26748,1-524448
26749,1-160741
26750,1-387154
26751,1-148107
26752,1-272723
26753,1-33725
26754,1-471428
26755,1-456772
26756,1-110954
26757,1-247082
26758,1-456320
26759,1-342939
26760,1-102280
26761,1-140302
26762,1-13571
26763,1-483063
26764,1-493010
26765,1-149507
26766,1-314332
26767,1-175341
26768,1-399522
26769,1-296149
26770,1-184280
26771,1-451285
26772,1-422309
26773,1-303651
26774,1-435710
26775,1-5579
26776,1-496232
26777,1-594273
26778,1-59850
26779,1-496408
26780,1-137662
26781,1-380702
26782,1-542474
26783,1-66746
26784,1-476154
26785,1-576738
26786,1-632819
26787,1-391300
26788,1-458956
26789,1-12154
26790,1-33020
26791,1-588962
26792,1-559374
26793,1-307866
26794,1-488133
26795,1-32869
26796,1-506963
26797,1-404296
26798,1-625325
26799,1-594222
26800,1-80117
26801,1-404327
26802,1-23927
26803,1-606106
26804,1-172515
26805,1-209966
26806,1-313246
26807,1-276095
26808,1-283395
26809,1-162239
26810,1-146266
26811,1-273723
26812,1-35858
26813,1-57438
26814,1-87743
26815,1-535260
26816,1-201353
26817,1-437207
26818,1-122783
26819,1-118008
26820,1-567586
26821,1-419351
26822,1-445987
26823,1-495825
26824,1-371744
26825,1-109378
26826,1-173384
26827,1-497975
26828,1-304850
26829,1-301292
26830,1-343833
26831,1-60724
26832,1-588658
26833,1-72193
26834,1-515231
26835,1-389081
26836,1-165221
26837,1-338283
26838,1-330882
26839,1-498587
26840,1-269740
26841,1-587741
26842,1-52799
26843,1-84516
26844,1-236354
26845,1-70638
26846,1-314409
26847,1-439095
26848,1-512149
26849,1-631838
26850,1-452105
26851,1-604880
26852,1-284485
26853,1-196806
26854,1-81639
26855,1-297777
26856,1-251662
26857,1-153801
26858,1-348371
26859,1-507023
26860,1-104280
26861,1-134599
26862,1-83786
26863,1-617171
26864,1-58248
26865,1-300828
26866,1-525012
26867,1-257751
26868,1-267796
26869,1-464286
26870,1-383623
26871,1-171022
26872,1-149597
26873,1-362743
26874,1-178686
26875,1-546121
26876,1-511856
26877,1-540351
26878,1-54471
26879,1-247804
26880,1-211814
26881,1-532273
26882,1-339985
26883,1-216155
26884,1-366917
26885,1-469450
26886,1-309066
26887,1-50023
26888,1-269577
26889,1-138862
26890,1-91356
26891,1-494242
26892,1-558383
26893,1-335373
26894,1-565333
26895,1-281050
26896,1-302104
26897,1-371099
26898,1-24132
26899,1-404650
26900,1-307843
26901,1-271724
26902,1-195601
26903,1-28524
26904,1-617919
26905,1-268785
26906,1-313695
26907,1-201197
26908,1-227607
26909,1-388068
26910,1-512401
26911,1-154122
26912,1-387870
26913,1-574812
26914,1-256446
26915,1-253011
26916,1-57906
26917,1-266487
26918,1-448922
26919,1-200912
26920,1-135095
26921,1-494740
26922,1-370964
26923,1-214730
26924,1-448037
26925,1-494712
26926,1-86202
26927,1-457386
26928,1-501457
26929,1-629699
26930,1-617939
26931,1-372133
26932,1-343771
26933,1-136306
26934,1-362339
26935,1-93257
26936,1-295996
26937,1-15513
26938,1-139511
26939,1-423024
26940,1-233805
26941,1-526358
26942,1-485960
26943,1-438054
26944,1-332346
26945,1-339028
26946,1-22810
26947,1-252700
26948,1-222219
26949,1-284022
26950,1-420652
26951,1-627903
26952,1-96319
26953,1-57372
26954,1-299166
26955,1-321815
26956,1-72808
26957,1-403619
26958,1-92166
26959,1-381199
26960,1-536593
26961,1-44113
26962,1-496353
26963,1-154590
26964,1-454866
26965,1-36779
26966,1-467227
26967,1-591808
26968,1-115186
26969,1-257525
26970,1-56043
26971,1-611535
26972,1-437294
26973,1-516830
26974,1-74393
26975,1-249458
26976,1-115787
26977,1-19712
26978,1-397016
26979,1-143539
26980,1-473839
26981,1-377781
26982,1-511446
26983,1-37995
26984,1-363022
26985,1-414438
26986,1-556498
26987,1-145669
26988,1-14057
26989,1-630176
26990,1-504190
26991,1-37245
26992,1-604824
26993,1-421959
26994,1-489506
26995,1-212366
26996,1-323886
26997,1-559752
26998,1-413690
26999,1-329592
27000,1-227999
27001,1-337017
27002,1-528594
27003,1-22887
27004,1-547551
27005,1-483177
27006,1-468643
27007,1-74678
27008,1-85640
27009,1-341366
27010,1-137607
27011,1-450564
27012,1-469159
27013,1-437766
27014,1-608724
27015,1-470359
27016,1-158012
27017,1-104197
27018,1-515856
27019,1-48275
27020,1-244115
27021,1-634579
27022,1-138439
27023,1-261200
27024,1-282220
27025,1-441008
27026,1-491914
27027,1-436149
27028,1-143908
27029,1-588031
27030,1-38029
27031,1-53653
27032,1-92665
27033,1-302260
27034,1-32691
27035,1-444321
27036,1-175738
27037,1-535011
27038,1-518790
27039,1-605228
27040,1-249062
27041,1-32048
27042,1-588057
27043,1-236814
27044,1-479806
27045,1-399394
27046,1-393684
27047,1-342903
27048,1-613197
27049,1-52720
27050,1-443643
27051,1-426685
27052,1-520164
27053,1-378901
27054,1-241815
27055,1-214652
27056,1-135072
27057,1-544036
27058,1-232898
27059,1-419693
27060,1-284990
27061,1-367948
27062,1-149023
27063,1-44447
27064,1-409539
27065,1-346862
27066,1-166908
27067,1-309319
27068,1-476772
27069,1-498196
27070,1-499455
27071,1-225033
27072,1-626502
27073,1-512452
27074,1-119182
27075,1-422898
27076,1-414533
27077,1-341036
27078,1-404012
27079,1-347173
27080,1-520327
27081,1-128764
27082,1-500510
27083,1-575994
27084,1-143041
27085,1-558496
27086,1-360011
27087,1-489946
27088,1-29749
27089,1-269179
27090,1-384262
27091,1-3831
27092,1-548074
27093,1-494369
27094,1-174225
27095,1-71167
27096,1-585643
27097,1-456516
27098,1-481134
27099,1-558514
27100,1-78142
27101,1-50820
27102,1-417559
27103,1-211370
27104,1-594528
27105,1-352796
27106,1-396909
27107,1-562173
27108,1-13365
27109,1-546313
27110,1-471282
27111,1-345718
27112,1-400182
27113,1-350069
27114,1-214729
27115,1-238881
27116,1-589383
27117,1-369953
27118,1-542594
27119,1-567298
27120,1-68222
27121,1-456972
27122,1-201334
27123,1-165436
27124,1-299845
27125,1-591700
27126,1-435882
27127,1-296
27128,1-87600
27129,1-594126
27130,1-567443
27131,1-90596
27132,1-118288
27133,1-439200
27134,1-396166
27135,1-256546
27136,1-403982
27137,1-398217
27138,1-122518
27139,1-141141
27140,1-401566
27141,1-411664
27142,1-451259
27143,1-363046
27144,1-351280
27145,1-81261
27146,1-411915
27147,1-260458
27148,1-61737
27149,1-66339
27150,1-379853
27151,1-505542
27152,1-382748
27153,1-601297
27154,1-559608
27155,1-512487
27156,1-482537
27157,1-350042
27158,1-261909
27159,1-360900
27160,1-400331
27161,1-53952
27162,1-29330
27163,1-618664
27164,1-628409
27165,1-317568
27166,1-422276
27167,1-210388
27168,1-11940
27169,1-76911
27170,1-319387
27171,1-395713
27172,1-279675
27173,1-89292
27174,1-428430
27175,1-406802
27176,1-294090
27177,1-454588
27178,1-130264
27179,1-591255
27180,1-322451
27181,1-455024
27182,1-628756
27183,1-442977
27184,1-627361
27185,1-183691
27186,1-83627
27187,1-24371
27188,1-511746
27189,1-278743
27190,1-360955
27191,1-105228
27192,1-567515
27193,1-360289
27194,1-634149
27195,1-153260
27196,1-450667
27197,1-43584
27198,1-170576
27199,1-143434
27200,1-332506
27201,1-121375
27202,1-281052
27203,1-213141
27204,1-36456
27205,1-541455
27206,1-595895
27207,1-528262
27208,1-115619
27209,1-382806
27210,1-69214
27211,1-275317
27212,1-413897
27213,1-333941
27214,1-631092
27215,1-222126
27216,1-456920
27217,1-256182
27218,1-476513
27219,1-136684
27220,1-535837
27221,1-392956
27222,1-568465
27223,1-223092
27224,1-104316
27225,1-123473
27226,1-207984
27227,1-517496
27228,1-113077
27229,1-102275
27230,1-603378
27231,1-453896
27232,1-385828
27233,1-382980
27234,1-282021
27235,1-464626
27236,1-178938
27237,1-279856
27238,1-199224
27239,1-186454
27240,1-135143
27241,1-421704
27242,1-452227
27243,1-118457
27244,1-474233
27245,1-244469
27246,1-89432
27247,1-34182
27248,1-520323
27249,1-7430
27250,1-135608
27251,1-638707
27252,1-529307
27253,1-415601
27254,1-638623
27255,1-164074
27256,1-338721
27257,1-92866
27258,1-38214
27259,1-64664
27260,1-548451
27261,1-46531
27262,1-76088
27263,1-633116
27264,1-252165
27265,1-589616
27266,1-458780
27267,1-614700
27268,1-259195
27269,1-120162
27270,1-7581
27271,1-24425
27272,1-335380
27273,1-594616
27274,1-454582
27275,1-41093
27276,1-16948
27277,1-74447
27278,1-27239
27279,1-253866
27280,1-246845
27281,1-386972
27282,1-42719
27283,1-475380
27284,1-24661
27285,1-469263
27286,1-84120
27287,1-186308
27288,1-137401
27289,1-62471
27290,1-149054
27291,1-322891
27292,1-170775
27293,1-229470
27294,1-344869
27295,1-364589
27296,1-444780
27297,1-125465
27298,1-479683
27299,1-447721
27300,1-53172
27301,1-632935
27302,1-104591
27303,1-348930
27304,1-267550
27305,1-334239
27306,1-349156
27307,1-509832
27308,1-53854
27309,1-520472
27310,1-630450
27311,1-443916
27312,1-584664
27313,1-367558
27314,1-353191
27315,1-253638
27316,1-408941
27317,1-453996
27318,1-184842
27319,1-74579
27320,1-389976
27321,1-535611
27322,1-630324
27323,1-163992
27324,1-42308
27325,1-259986
27326,1-285652
27327,1-101355
27328,1-352023
27329,1-28886
27330,1-491877
27331,1-455253
27332,1-428505
27333,1-169500
27334,1-268392
27335,1-258795
27336,1-371086
27337,1-414854
27338,1-379822
27339,1-165744
27340,1-71058
27341,1-86846
27342,1-421438
27343,1-161789
27344,1-4109
27345,1-591559
27346,1-437590
27347,1-43718
27348,1-354436
27349,1-401265
27350,1-140718
27351,1-171146
27352,1-248985
27353,1-512458
27354,1-90701
27355,1-414911
27356,1-269248
27357,1-320455
27358,1-82293
27359,1-607098
27360,1-442955
27361,1-50899
27362,1-506989
27363,1-186604
27364,1-451219
27365,1-313322
27366,1-502963
27367,1-340449
27368,1-156681
27369,1-449151
27370,1-425111
27371,1-520645
27372,1-539682
27373,1-82640
27374,1-626483
27375,1-60334
27376,1-333704
27377,1-223546
27378,1-39480
27379,1-398420
27380,1-438916
27381,1-421185
27382,1-528958
27383,1-619932
27384,1-198093
27385,1-29300
27386,1-591323
27387,1-605697
27388,1-591929
27389,1-33764
27390,1-507330
27391,1-208313
27392,1-220849
27393,1-112837
27394,1-560211
27395,1-418737
27396,1-324879
27397,1-366054
27398,1-526538
27399,1-2478
27400,1-486422
27401,1-53968
27402,1-406756
27403,1-69585
27404,1-163339
27405,1-147363
27406,1-493419
27407,1-520067
27408,1-606696
27409,1-235521
27410,1-386759
27411,1-247327
27412,1-417277
27413,1-121035
27414,1-257377
27415,1-455941
27416,1-364663
27417,1-137422
27418,1-148127
27419,1-341685
27420,1-547743
27421,1-567465
27422,1-245
27423,1-500662
27424,1-504361
27425,1-466089
27426,1-419526
27427,1-219990
27428,1-197013
27429,1-379875
27430,1-154047
27431,1-162004
27432,1-80995
27433,1-102285
27434,1-504243
27435,1-589996
27436,1-310673
27437,1-319961
27438,1-434974
27439,1-148530
27440,1-163164
27441,1-156949
27442,1-345724
27443,1-483895
27444,1-535078
27445,1-117892
27446,1-105191
27447,1-306400
27448,1-523345
27449,1-418570
27450,1-60983
27451,1-426853
27452,1-58048
27453,1-324358
27454,1-324677
27455,1-42763
27456,1-481229
27457,1-137103
27458,1-180813
27459,1-183242
27460,1-137460
27461,1-72870
27462,1-454417
27463,1-47415
27464,1-409304
27465,1-457905
27466,1-1033
27467,1-195292
27468,1-379216
27469,1-66655
27470,1-543847
27471,1-195400
27472,1-12248
27473,1-453538
27474,1-429680
27475,1-382817
27476,1-465240
27477,1-458515
27478,1-44990
27479,1-61173
27480,1-98101
27481,1-387419
27482,1-251775
27483,1-567225
27484,1-568712
27485,1-230478
27486,1-369947
27487,1-524467
27488,1-357265
27489,1-363032
27490,1-408562
27491,1-277802
27492,1-491063
27493,1-509340
27494,1-225678
27495,1-469559
27496,1-101842
27497,1-324250
27498,1-613328
27499,1-112260
27500,1-399443
27501,1-332479
27502,1-530963
27503,1-42195
27504,1-572738
27505,1-92987
27506,1-544201
27507,1-448414
27508,1-8617
27509,1-413647
27510,1-480769
27511,1-5272
27512,1-489391
27513,1-534081
27514,1-239815
27515,1-263197
27516,1-591746
27517,1-329321
27518,1-590159
27519,1-71974
27520,1-339132
27521,1-137961
27522,1-462870
27523,1-207858
27524,1-507415
27525,1-140114
27526,1-424565
27527,1-161711
27528,1-90849
27529,1-247382
27530,1-189152
27531,1-383292
27532,1-46460
27533,1-73300
27534,1-272828
27535,1-637207
27536,1-626424
27537,1-284174
27538,1-632157
27539,1-468086
27540,1-362163
27541,1-402308
27542,1-371496
27543,1-149270
27544,1-303819
27545,1-389400
27546,1-496717
27547,1-436753
27548,1-482715
27549,1-275865
27550,1-73920
27551,1-398530
27552,1-574909
27553,1-88211
27554,1-138646
27555,1-403711
27556,1-624109
27557,1-512428
27558,1-284349
27559,1-307783
27560,1-274646
27561,1-89636
27562,1-591961
27563,1-631453
27564,1-131016
27565,1-252522
27566,1-489540
27567,1-585361
27568,1-487452
27569,1-456288
27570,1-459215
27571,1-313323
27572,1-338737
27573,1-56029
27574,1-69508
27575,1-350818
27576,1-476292
27577,1-605778
27578,1-33989
27579,1-23958
27580,1-470382
27581,1-503329
27582,1-120743
27583,1-361769
27584,1-81307
27585,1-453646
27586,1-301045
27587,1-370310
27588,1-543413
27589,1-567254
27590,1-520480
27591,1-613215
27592,1-481287
27593,1-166431
27594,1-624369
27595,1-336631
27596,1-238397
27597,1-198600
27598,1-173599
27599,1-91912
27600,1-219970
27601,1-274582
27602,1-331558
27603,1-450634
27604,1-465255
27605,1-305592
27606,1-47813
27607,1-169308
27608,1-380779
27609,1-159391
27610,1-567124
27611,1-170726
27612,1-152010
27613,1-511838
27614,1-81320
27615,1-233951
27616,1-486346
27617,1-260873
27618,1-161216
27619,1-440483
27620,1-93835
27621,1-604017
27622,1-633323
27623,1-329635
27624,1-609567
27625,1-638752
27626,1-295359
27627,1-482623
27628,1-495298
27629,1-50111
27630,1-212500
27631,1-419488
27632,1-483262
27633,1-140436
27634,1-68101
27635,1-299571
27636,1-622962
27637,1-43139
27638,1-135003
27639,1-41700
27640,1-583694
27641,1-451378
27642,1-633539
27643,1-530716
27644,1-58205
27645,1-149329
