1-384952,1481,14908,108,496,872,15482,106,509,287,16091,98,154,41,16333,0,51,0,16294,89,1,0,16384,0,0,0,15016,0,1368,0,15588,0,796,0,16189,0,195,0,16333,0,51,0,16383,0,1,0,16384,0,0,0
1-243296,2879,13976,647,21,1740,14724,295,172,1193,15204,484,186,510,15623,585,75,101,16185,189,8,2,16336,48,0,0,14623,0,1761,0,15019,0,1365,0,15688,0,696,0,16208,0,176,0,16374,0,10,0,16384,0,0,0
1-67679,2188,14136,119,1860,269,15570,0,814,0,16159,0,225,0,16371,0,13,0,16384,0,0,0,16384,0,0,0,14255,0,2129,0,15570,0,814,0,16159,0,225,0,16371,0,13,0,16384,0,0,0,16384,0,0,0
1-202775,1168,16384,0,0,0,16384,0,0,0,16380,4,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-67846,3978,10033,9,3315,3027,12222,0,2791,1371,13585,24,2287,488,14918,0,1351,115,15624,0,760,0,16149,0,235,0,10042,0,6342,0,12222,0,4162,0,13609,0,2775,0,14918,0,1466,0,15624,0,760,0,16149,0,235,0
1-411968,2315,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-174759,3445,14937,1447,0,0,16224,160,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-380352,1102,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-627892,3488,16384,0,0,0,16370,14,0,0,16363,21,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-10076,3167,16384,0,0,0,16339,45,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-275904,727,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-279544,900,16383,1,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-299015,1657,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-100725,4234,12558,553,450,2823,14159,392,797,1036,15225,329,176,654,15717,110,158,399,16071,29,149,135,16294,0,76,14,13111,0,3273,0,14551,0,1833,0,15554,0,830,0,15827,0,557,0,16100,0,284,0,16294,0,90,0
1-42106,878,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-82457,5589,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-389873,3920,12257,292,931,2904,14270,106,1348,660,15438,111,220,615,15780,33,407,164,15976,22,309,77,16241,0,143,0,12549,0,3835,0,14376,0,2008,0,15549,0,835,0,15813,0,571,0,15998,0,386,0,16241,0,143,0
1-503432,1208,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-169451,1382,15124,95,702,463,15659,0,669,56,15947,0,425,12,16149,0,235,0,16255,0,129,0,16359,0,25,0,15219,0,1165,0,15659,0,725,0,15947,0,437,0,16149,0,235,0,16255,0,129,0,16359,0,25,0
1-32070,2389,16201,183,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-32868,1187,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-592172,2109,14848,0,1536,0,15699,48,540,97,16174,0,210,0,16341,0,43,0,16384,0,0,0,16384,0,0,0,14848,0,1536,0,15747,0,637,0,16174,0,210,0,16341,0,43,0,16384,0,0,0,16384,0,0,0
1-388026,2267,13114,460,915,1895,14847,7,1191,339,15392,10,503,479,15757,0,606,21,16062,0,322,0,16345,0,39,0,13574,0,2810,0,14854,0,1530,0,15402,0,982,0,15757,0,627,0,16062,0,322,0,16345,0,39,0
1-26390,1749,15330,4,955,95,16060,0,324,0,16325,0,59,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,15334,0,1050,0,16060,0,324,0,16325,0,59,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-473214,1332,16013,371,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-462238,2425,13866,1039,0,1479,14903,299,184,998,15313,348,39,684,15830,176,67,311,15969,386,8,21,16343,41,0,0,14905,0,1479,0,15202,0,1182,0,15661,0,723,0,16006,0,378,0,16355,0,29,0,16384,0,0,0
1-624262,3027,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-450825,1228,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-264029,1509,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-620821,1902,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-283460,2913,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-152777,1271,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-280060,1705,15888,496,0,0,16234,150,0,0,16364,20,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-461355,2087,13827,13,560,1984,14532,164,984,704,15461,101,690,132,16045,25,300,14,16283,0,101,0,16341,0,43,0,13840,0,2544,0,14696,0,1688,0,15562,0,822,0,16070,0,314,0,16283,0,101,0,16341,0,43,0
1-301143,555,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-256980,919,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-492678,1532,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-360908,1286,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-613373,4103,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-585725,2912,13282,1168,29,1905,15023,82,470,809,15556,0,704,124,15739,0,529,116,15927,0,457,0,16155,0,229,0,14450,0,1934,0,15105,0,1279,0,15556,0,828,0,15739,0,645,0,15927,0,457,0,16155,0,229,0
1-53412,1302,15070,26,285,1003,15449,26,555,354,15715,154,190,325,16030,23,265,66,16195,0,189,0,16279,13,92,0,15096,0,1288,0,15475,0,909,0,15869,0,515,0,16053,0,331,0,16195,0,189,0,16292,0,92,0
1-591859,3523,15633,751,0,0,16368,16,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-80923,2596,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-84986,1112,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-420768,980,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-504360,2234,14397,142,1434,411,15253,155,976,0,15945,0,439,0,16298,0,86,0,16384,0,0,0,16384,0,0,0,14539,0,1845,0,15408,0,976,0,15945,0,439,0,16298,0,86,0,16384,0,0,0,16384,0,0,0
1-625676,2728,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-543935,760,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-576083,1295,14141,0,988,1255,15244,61,556,523,15672,26,495,191,15921,0,436,27,16152,0,232,0,16267,0,117,0,14141,0,2243,0,15305,0,1079,0,15698,0,686,0,15921,0,463,0,16152,0,232,0,16267,0,117,0
1-92547,1194,14443,162,533,1246,15101,6,973,304,15381,0,939,64,15786,0,598,0,16169,0,215,0,16384,0,0,0,14605,0,1779,0,15107,0,1277,0,15381,0,1003,0,15786,0,598,0,16169,0,215,0,16384,0,0,0
1-306988,1635,14562,256,283,1283,15070,121,662,531,15472,171,325,416,16076,1,287,20,16249,24,56,55,16353,13,11,7,14818,0,1566,0,15191,0,1193,0,15643,0,741,0,16077,0,307,0,16273,0,111,0,16366,0,18,0
1-37754,2305,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-2333,941,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-240404,604,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-343383,2487,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-48088,436,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-550883,682,16225,0,159,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16225,0,159,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-212813,1657,14774,186,381,1043,15174,20,823,367,15496,70,444,374,15854,0,521,9,16070,0,314,0,16256,0,128,0,14960,0,1424,0,15194,0,1190,0,15566,0,818,0,15854,0,530,0,16070,0,314,0,16256,0,128,0
1-284631,2940,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-287487,990,15515,869,0,0,15849,535,0,0,16372,12,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
1-631289,1830,14505,274,868,737,15377,80,640,287,15703,111,284,286,16107,0,277,0,16207,0,177,0,16312,0,72,0,14779,0,1605,0,15457,0,927,0,15814,0,570,0,16107,0,277,0,16207,0,177,0,16312,0,72,0
1-80656,3888,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0,16384,0,0,0
