"Step","scintillating-cake-62 - accuracy","scintillating-cake-62 - accuracy__MIN","scintillating-cake-62 - accuracy__MAX"
"123","0.9943245649337769","0.9943245649337769","0.9943245649337769"
"124","0.9944074749946594","0.9944074749946594","0.9944074749946594"
"125","0.9943923354148865","0.9943923354148865","0.9943923354148865"
"126","0.9944448471069336","0.9944448471069336","0.9944448471069336"
"127","0.994436502456665","0.994436502456665","0.994436502456665"
"128","0.9944819211959839","0.9944819211959839","0.9944819211959839"
"129","0.9944910407066345","0.9944910407066345","0.9944910407066345"
"130","0.9945009350776672","0.9945009350776672","0.9945009350776672"
"131","0.9945511817932129","0.9945511817932129","0.9945511817932129"
"132","0.9945198893547058","0.9945198893547058","0.9945198893547058"
"133","0.9945575594902039","0.9945575594902039","0.9945575594902039"
"134","0.9945483803749084","0.9945483803749084","0.9945483803749084"
"135","0.9945330619812012","0.9945330619812012","0.9945330619812012"
"136","0.9945987462997437","0.9945987462997437","0.9945987462997437"
"137","0.9946048259735107","0.9946048259735107","0.9946048259735107"
"138","0.9946718215942383","0.9946718215942383","0.9946718215942383"
"139","0.9947065711021423","0.9947065711021423","0.9947065711021423"
"140","0.9946846961975098","0.9946846961975098","0.9946846961975098"
"141","0.9947338700294495","0.9947338700294495","0.9947338700294495"
"142","0.9946861863136292","0.9946861863136292","0.9946861863136292"
"143","0.9947211742401123","0.9947211742401123","0.9947211742401123"
"144","0.9947794079780579","0.9947794079780579","0.9947794079780579"
"145","0.9947624802589417","0.9947624802589417","0.9947624802589417"
"146","0.9947420954704285","0.9947420954704285","0.9947420954704285"
"147","0.994777500629425","0.994777500629425","0.994777500629425"
"148","0.9948009252548218","0.9948009252548218","0.9948009252548218"
"149","0.9948168992996216","0.9948168992996216","0.9948168992996216"
